Sanctioned Entity,Sanction Amount,Sanction Reason,Sanction Date
INVEST BANCA SPA,30000.0,"- carenze nella gestione di operazioni di credito c on parti correlate/in conflitto di 
interessi (art. 53, d.lgs. n. 385/1993; Tit. V, Cap . 5, Circ. n. 263/06; Parte I, Tit. IV, 
Cap. 1 e Cap. 3, Circ. n. 285/2013; art. 144, co. 1 , lett. a), d.lgs. n. 285/1993); 
CONSIDERATO che le suddette irregolarità sono state  contestate a Invest Banca Spa, ora 
in a.s., nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 145 TUB; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti d i Invest Banca Spa, ora in a.s., di sanzioni 
amministrative pecuniarie ex  art. 144 TUB, trasmettendo i relativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza ha 
trasmesso a Invest Banca Spa, ora in a.s., la propo sta di sanzione e i relativi allegati; 
CONSIDERATO che Invest Banca Spa, ora in a.s., non ha presentato ulteriori 
osservazioni in merito alla proposta del Servizio R apporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 ESAMINATI gli atti del procedimento e ritenuto che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa pecunia ria, per le ragioni illustrate nella delibera 
(omissis); 
DISPONE CHE 
a Invest Banca Spa , ora  in a.s.,  sia inflitta, ai sensi dell’art. 144 TUB, per le ir regolarità 
sopra indicate, la sanzione amministrativa pecuniar ia di € 30.000.",2020-02-23
GIOTTO SIM SPA,30000.0,,2020-02-23
CORDUSIO SIM SPA,30000.0,"− carenze nell’adempimento degli obblighi di adeguata  verifica, di profilatura e di 
collaborazione attiva (artt. 17, 18, 19, 20, 24, 25 , 35, 36 e 62, d.lgs. 231/2007, 
come modificato dal d.lgs. 90/2017); 
CONSIDERATO che le suddette irregolarità sono state  contestate a Cordusio SIM 
Spa nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 145 TUB, richiamato dall’art. 65 del d.lg s. n. 231/2007, come modificato dal 
d.lgs. 90/2017; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro 
elemento istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 rispetto all’irrogazione della sanzione, fissato da ll’art. 24 della l. n. 262/2005, ha 
proposto al Direttorio della Banca d’Italia l’appli cazione, nei confronti di Cordusio 
SIM Spa, di sanzioni amministrative pecuniarie ex  art. 62 del d.lgs. n. 231/2007, 
trasmettendo i relativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di 
Vigilanza ha trasmesso a Cordusio SIM Spa la propos ta di sanzione e i relativi allegati; 
CONSIDERATO che Cordusio SIM Spa non ha presentato ulteriori osservazioni 
in merito alla proposta del Servizio Rapporti Istit uzionali di Vigilanza; 
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento e ritenuto che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa pecunia ria, per le ragioni illustrate nella 
delibera (omissis); 
DISPONE CHE 
a Cordusio SIM Spa  sia inflitta, ai sensi dell’art. 62 del d.lgs. n. 231/2007, per le 
irregolarità sopra indicate, la sanzione amministra tiva pecuniaria di € 30.000.",2020-02-23
SECURITIES SERVICES SPA,,,2020-02-23
ISTITUTO FINANZIARIO EUROPEO SPA,37000.0,"- carenze nell’organizzazione e nei controlli inter ni e connessi riflessi patrimoniali (art. 
108, co. 1, TUB; Tit. III, Cap. 1, e Tit. IV, Cap. 3, Circ. 288 “Disposizioni di vigilanza 
per gli intermediari finanziari”; art. 144, co. 1, lett. a), TUB); 
CONSIDERATO che le suddette irregolarità sono state  contestate a Istituto Finanziario 
Europeo Spa, nella persona del legale rappresentant e pro-tempore , secondo le formalità 
previste dall’art. 145 TUB; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti d i Istituto Finanziario Europeo Spa di sanzioni 
amministrative pecuniarie ex  art. 144 TUB, trasmettendo i relativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza ha 
trasmesso a Istituto Finanziario Europeo Spa la pro posta di sanzione e i relativi allegati; 
CONSIDERATO che Istituto Finanziario Europeo Spa no n ha presentato osservazioni in 
merito alla proposta del Servizio Rapporti Istituzi onali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 ESAMINATI gli atti del procedimento e ritenuto che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa pecunia ria, per le ragioni illustrate nella delibera 
(omissis); 
DISPONE CHE 
a Istituto Finanziario Europeo Spa sia inflitta, ai sensi dell’art. 144 TUB e per le 
irregolarità sopra indicate, la sanzione amministra tiva pecuniaria di € 37.000.",2020-02-23
ISTITUTO FINANZIARIO EUROPEO SPA,22.0,"- carenze nell’organizzazione e nei controlli inter ni (art. 108, co. 1, TUB; Tit. III, Cap. 
1, Circ. 288 “Disposizioni di vigilanza per gli int ermediari finanziari”; art. 144 ter , co. 
1, lett. a), TUB); 
CONSIDERATO che le suddette irregolarità sono state  contestate ai soggetti ritenuti 
responsabili, secondo le formalità previste dall’ar t. 145 TUB; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti d ell’ ex  Amministratore delegato Carlo Alberto 
Mondini e dell’ ex  Direttore generale Claudia Nicolò di sanzioni ammi nistrative pecuniarie ai 
sensi dell’art. 144- ter  del TUB, trasmettendo i relativi atti; 
VISTA le note (omissis) con le quali il Servizio Ra pporti Istituzionali di Vigilanza ha 
trasmesso agli interessati la proposta di sanzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate in merit o alla proposta del Servizio Rapporti 
Istituzionali di Vigilanza dai sigg. Carlo Alberto Mondini e Claudia Nicolò;  
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis);                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni presentate 
dagli ex  esponenti non idonee a superare la proposta del Se rvizio Rapporti Istituzionali di 
Vigilanza e ritenuto, quindi, che sussistono gli es tremi per l’irrogazione di sanzioni 
amministrative pecuniarie, per le ragioni illustrat e nella delibera (omissis); 
DISPONE CHE 
a carico  delle persone di seguito indicate,  nella qualità precisata , siano inflitte, ai sensi 
dell’art. 144- ter TUB, per le irregolarità sopra indicate, le seguent i sanzioni amministrative 
pecuniarie: 
- Amministratore delegato Carlo Alberto Mondini :  € 22.000; 
- Direttore generale Claudia Nicolò :  € 17.000.",2020-02-23
NAMIRA SGR SPA,30.0,"1.   carenze nell’organizzazione e nei controlli (art. 6,  d.lgs. 58/98; Parte II, Tit. I e 
Parte V, Tit. I, II, IV, Regolamento B.I. e Consob 29.10.07; art. 190, d.lgs. 
58/98);  
2.   omessa comunicazione all’Autorità di Vigilanza di op erazioni rilevanti (artt. 6 
e 6-bis , d.lgs. 58/98; Tit. IV, Cap. III, sez. I e II, Reg olamento adottato con 
Provv. B.I. del 19.1.2015; art. 190, d.lgs. 58/98).  
CONSIDERATO che le suddette irregolarità sono state  contestate a Namira SGR 
Spa nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 195 TUF; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro 
elemento istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie 
rispetto all’irrogazione della sanzione, fissato da ll’art. 24 della l. n. 262/2005, ha 
proposto al Direttorio della Banca d’Italia l’appli cazione nei confronti di Namira SGR 
Spa di sanzioni amministrative pecuniarie ex  art. 190 TUF, trasmettendo i relativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di 
Vigilanza ha trasmesso a Namira SGR Spa la proposta  di sanzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate (omissis ) da Namira SGR Spa in merito 
alla proposta del Servizio Rapporti Istituzionali d i Vigilanza;                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni 
presentate dalla società non idonee a superare la p roposta del Servizio Rapporti 
Istituzionali di Vigilanza e ritenuto, quindi, che sussistono gli estremi per l’irrogazione 
di sanzioni amministrative pecuniarie, per le ragio ni illustrate nella delibera (omissis); 
DISPONE CHE 
a Namira SGR Spa  siano inflitte, ai sensi dell’art. 190, TUF, le se guenti sanzioni 
amministrative pecuniarie: 
 
- per l’irregolarità sub  1) € 30.000; 
 
- per le irregolarità sub  2) € 30.000; 
 
                        complessivamente, € 60.000.",2020-02-23
NAMIRA SGR SPA,30000.0,"− carenze negli obblighi di adeguata verifica e di co llaborazione attiva (artt. 17, 18, 
19, 24, 25, 35, 36 e 62, d.lgs. 231/2007, come modi ficato dal d.lgs. 90/2017); 
CONSIDERATO che le suddette irregolarità sono state  contestate a Namira SGR 
Spa nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 145 TUB, richiamato dall’art. 65 del d.lg s. n. 231/2007; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro 
elemento istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie 
rispetto all’irrogazione della sanzione, fissato da ll’art. 24 della l. n. 262/2005, ha 
proposto al Direttorio della Banca d’Italia l’appli cazione, nei confronti di Namira SGR                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 Spa, di sanzioni amministrative pecuniarie ex  art. 62 del d.lgs. n. 231/2007, 
trasmettendo i relativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di 
Vigilanza ha trasmesso a Namira SGR Spa la proposta  di sanzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate (omissis ) da Namira SGR Spa in merito 
alla proposta del Servizio Rapporti Istituzionali d i Vigilanza; 
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni 
presentate dalla società non idonee a superare la p roposta del Servizio Rapporti 
Istituzionali di Vigilanza e ritenuto, quindi, che sussistono gli estremi per l’irrogazione 
della sanzione amministrativa pecuniaria, per le ra gioni illustrate nella delibera 
(omissis); 
DISPONE CHE 
a Namira SGR Spa  sia inflitta, ai sensi dell’art. 62 del d.lgs. n. 231/2007, per le 
irregolarità sopra indicate, la sanzione amministra tiva pecuniaria di € 30.000.",2020-02-23
,30000.0,"- carenze nella gestione dei rischi (art. 108, co. 1, TUB; Tit. III, Cap. 1, Circ. 288 
“Disposizioni di Vigilanza per gli intermediari fin anziari”; art. 144, co. 1, lett. a), 
TUB); 
CONSIDERATO che le suddette irregolarità sono state  contestate a IRFIS",2020-02-23
RACES FINANZIARIA  SPA,30000.0,"- carenze nell’organizzazione , nei controlli interni  e connessi riflessi patrimoniali 
nonché inesatte segnalazioni all’Autorità di Vigilanza (art. 108, co. 1 e co. 4, TUB; 
Tit. III, cap. 1, Tit. IV, ca p.li 3 e 4, Tit. V, cap. 1, Circ. 288 “Disposizioni di vigilanza 
per gli intermediari finanziari”; art. 144, co. 1, lett. a), TUB);  
CONSIDERATO che l e suddett e irregolarità sono state contestat e a Races Finanziaria  
Spa, nella persona del legale rappresenta nte pro-tempore , secondo le formalità previste dall’art. 
145 TUB ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis) con cui il Servizio Rapporti Istituzionali di Vigilanza , in 
osserva nza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia l’applicazione  nei confronti d i Races Finan ziaria  Spa di sanzioni 
amministrative pecuniarie ex art. 144 TUB, t rasmettendo i relativi atti;  
VISTA la nota (omissis) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Races Finanziaria  Spa la p roposta di sanzione e i relativi a llegati;  
CONSIDERATO che Races Finanziaria Spa non ha presentato osservazioni in merito al la 
proposta del Servizio Rapporti Istituzionali di Vigilanza ;  
VISTO il parere dell’Avvocato Generale  (omissis);                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento  e ritenut o che  sussist ono gli estremi per 
l’irrogazione della sanzione amministrativa pecuniaria, per le ragioni illustrate nella delibera 
(omissis);  
DISPONE  CHE  
a Races Finanziaria  Spa, ora Races Finanziaria Sr l in liquidazione,  sia inflitta, ai sensi 
dell’art. 144 TUB e per le irregolarità sopra indicate, la sanzione amministrativa pecuniaria di 
€ 30.000.",2020-11-30
,,"- carenze nell’organizzazione e nei controlli interni (art. 53, co.1, lett. b) e d), 
d.lgs. 385/93; Parte I, Tit. IV,Cap. 1 e Cap. 3, Circ. 285/13);  
CONSIDERATO che l e suddett e irregolarità sono state contestat e alla  Banca 
Popolare di Puglia e Basilicata Scpa, nella persona del legale rappresentante pro-
tempore , secondo le formalità previste dall’art. 145 TUB ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro 
elemento istruttorio;  
VISTA la nota (omissis) con cui il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie 
rispetto all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha 
proposto al Direttorio della Banca d’Italia l’applicazione nei confronti della  Banca 
Popolare di Puglia e Basilicata Scpa di sanzioni amministrative pecuniarie ex art. 144 
TUB, t rasmettendo i relativi atti;  
VISTA la nota (omissis) con la quale il S ervizio Rapporti Istituzionali di 
Vigilanza ha trasmesso alla  Banca Popolare di Puglia e Basilicata  Scpa la p roposta di 
sanzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate (omissis) da lla Banca Popolare di 
Puglia e Basilicata Scpa  in merito alla proposta del servizio Rapporti Istituzionali di 
Vigilanza ;  
VISTO il parere dell’Avvocato Generale (omissis);  
VISTA la delibera del Direttorio (omissis);                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento , considerate le ulteriori osservazi oni 
presentate dalla banca non idonee a superare la proposta del Servizio Rapporti 
Istituzionali di Vigilanza  e ritenut o, quindi,  che sussist ono gli estremi per l’irrogazione 
della sanzione amministrativa pecuniaria, per le ragioni illustrate nella deliber a 
(omissis);  
DISPONE  CHE  
alla Banca Popolare di Puglia e Basilicata Scpa  sia inflitta, ai sensi dell’ art. 144 
TUB e per le irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 
30.000.",2020-02-23
